cell_class,gene,rank_score,adj_p_value,diff_mean_log_expr,cohen_d,pct_expr_case,pct_expr_control,traditional_rank,combined_ml_biomarker_score,knn_single_gene_balanced_accuracy_mean,knn_single_gene_roc_auc_mean,ml_rank,random_forest_importance,rf_rank,traditional_score_scaled,ml_score_scaled,rf_score_scaled,consensus_score,mean_rank
endothelial cells,CISD1,0.3212741137354377,0.0028150318228056317,0.0601472217296581,2.094266725926141,0.11910860655737705,0.08791208791208792,23,0.32474692822144674,0.8916666666666666,0.9666666666666666,8,0.001,146,0.057893357276472775,0.6312919057955365,0.11519418041242167,0.268126481161477,59.0
endothelial cells,SLC7A6,0.17075653565263268,0.030905296014289842,0.0646861120143584,1.7482309483536844,0.06019467213114754,0.030036630036630037,41,0.28227417723636145,0.825,0.95,26,0.0019999999999999996,92,0.024062112513983335,0.5319801744666591,0.2303883608248433,0.26214354926849526,53.0
endothelial cells,COLGALT1,0.5624845382577567,0.0021226154456160566,0.08828655294494855,2.3833957626428997,0.08017418032786885,0.04285714285714286,13,0.29179842065523776,0.8499999999999999,0.9027777777777779,23,0.0010312024608501132,126,0.11210927687351287,0.5542501965770334,0.11878852231690114,0.2617159985891492,54.0
endothelial cells,RAP2B,0.28712968351470186,0.004824066192368352,0.0587662325262895,2.109121877593931,0.08196721311475409,0.05054945054945055,26,0.2939950321986301,0.85,0.95,21,0.0012662538699690416,113,0.05021884782191613,0.5593864142783049,0.1458650767451409,0.2518234462817873,53.333333333333336
endothelial cells,MET,0.21747742901036934,0.0495398971623005,0.09321306293126859,1.787771286316622,0.0699282786885246,0.01978021978021978,32,0.2715480444352316,0.825,0.913888888888889,33,0.0011059602649006602,122,0.03456338418497845,0.5068998395639888,0.12740018628393632,0.22295447001096783,62.333333333333336
endothelial cells,DYRK2,0.20430311789053265,0.023492805280672022,0.06736965317583132,1.8615394213339271,0.06582991803278689,0.027106227106227107,35,0.319128196026127,0.9,0.875,10,0.0,271,0.031602246025904536,0.6181539288750763,0.0,0.21658539163366028,105.33333333333333
endothelial cells,NREP,0.3186621424092236,0.010885986996874602,0.08543440470628458,1.899976064638356,0.11552254098360656,0.1,25,0.18634178124761405,0.7,0.6972222222222223,67,0.0024464927860126115,77,0.05730627474182596,0.3076666530864331,0.2818217313696249,0.21559821973262797,56.333333333333336
endothelial cells,TMEM106B,0.23533367714868472,0.02128171588326213,0.09109096326678534,1.5451627790467926,0.19082991803278687,0.16703296703296702,30,0.2686898291478498,0.825,0.8277777777777778,35,0.0008666666666666665,162,0.03857686293610982,0.5002166296913757,0.0998349563574321,0.21287614966163923,75.66666666666667
endothelial cells,SFXN1,0.07320396968324105,0.04705486593155256,0.03415221257922546,1.6147878001967122,0.038422131147540985,0.020146520146520148,58,0.227805723020019,0.7583333333333332,0.8444444444444444,50,0.0019999999999999983,94,0.002135605467053829,0.40461954051732535,0.23038836082484315,0.21238116893640746,67.33333333333333
endothelial cells,PPM1A,0.2741413499219281,0.010568740826934798,0.07802749814901086,1.7780543594422538,0.11910860655737705,0.11318681318681319,27,0.1641852656045773,0.6666666666666666,0.8166666666666667,77,0.0028645720476706384,74,0.0472995111010432,0.25585927358567917,0.3299820292637517,0.21104693798349136,59.333333333333336
