gene,knn_single_gene_accuracy_mean,knn_single_gene_balanced_accuracy_mean,knn_single_gene_roc_auc_mean,knn_single_gene_importance_score
ZFP64,0.880952380952381,0.875,0.9166666666666667,0.375
YPEL2,0.880952380952381,0.875,0.9166666666666666,0.375
ING2,0.8809523809523808,0.875,0.925,0.375
DESI1,0.8761904761904763,0.8749999999999998,0.9833333333333332,0.3749999999999998
LIMD2,0.8761904761904763,0.8666666666666666,0.8916666666666666,0.3666666666666666
LGALS9,0.880952380952381,0.8666666666666666,0.9083333333333332,0.3666666666666666
PRR26,0.8761904761904763,0.8666666666666666,0.925,0.3666666666666666
C2CD2,0.880952380952381,0.8666666666666666,0.9194444444444445,0.3666666666666666
EFCAB12,0.880952380952381,0.8666666666666666,0.7749999999999999,0.3666666666666666
ENAH,0.880952380952381,0.8666666666666666,0.9194444444444445,0.3666666666666666
ADAM12,0.880952380952381,0.8666666666666666,0.9583333333333333,0.3666666666666666
ZNF672,0.8523809523809524,0.8666666666666666,0.888888888888889,0.3666666666666666
PLEKHH1,0.880952380952381,0.8666666666666666,0.8916666666666666,0.3666666666666666
SOCS2,0.8476190476190476,0.8583333333333332,0.9222222222222222,0.35833333333333317
SLC3A2,0.8476190476190476,0.8583333333333332,0.9027777777777779,0.35833333333333317
PTP4A1,0.8523809523809524,0.8583333333333332,0.9777777777777779,0.35833333333333317
LRRK2,0.8523809523809524,0.8583333333333332,0.95,0.35833333333333317
PRR15,0.8523809523809524,0.8583333333333332,0.9333333333333332,0.35833333333333317
MIR22HG,0.8523809523809526,0.8583333333333332,0.9583333333333333,0.35833333333333317
UBE2B,0.8523809523809524,0.85,0.9222222222222222,0.35
ACO2,0.8523809523809524,0.85,0.95,0.35
ACKR4,0.8523809523809524,0.85,0.9,0.35
CTSS,0.8571428571428571,0.85,0.8666666666666666,0.35
TCEAL2,0.8523809523809524,0.85,0.8722222222222223,0.35
SATB2,0.8571428571428571,0.85,0.875,0.35
DUSP8,0.8428571428571429,0.85,0.9111111111111111,0.35
STK40,0.8476190476190476,0.85,0.9305555555555556,0.35
FMNL2,0.8571428571428571,0.85,0.925,0.35
LTB,0.8523809523809524,0.85,0.8666666666666668,0.35
NDUFV3,0.8523809523809524,0.85,0.8527777777777779,0.35
MIR181A1HG,0.8523809523809524,0.85,0.9166666666666666,0.35
WDR19,0.8571428571428571,0.85,0.8,0.35
ZNF331,0.8476190476190476,0.8499999999999999,0.961111111111111,0.34999999999999987
BTG2,0.8476190476190476,0.8499999999999999,0.9333333333333333,0.34999999999999987
KLF6,0.8476190476190476,0.8499999999999999,0.9,0.34999999999999987
CDH6,0.8476190476190476,0.8499999999999999,0.9166666666666666,0.34999999999999987
VWDE,0.8476190476190476,0.8499999999999999,0.9416666666666668,0.34999999999999987
ZNF608,0.8523809523809524,0.8416666666666666,0.9083333333333332,0.34166666666666656
RSPRY1,0.8523809523809524,0.8416666666666666,0.9,0.34166666666666656
PIM3,0.8428571428571429,0.8416666666666666,0.875,0.34166666666666656
WFDC2,0.8476190476190476,0.8416666666666666,0.8388888888888889,0.34166666666666656
SKA3,0.8476190476190476,0.8416666666666666,0.8583333333333334,0.34166666666666656
SDC3,0.8523809523809524,0.8416666666666666,0.8861111111111111,0.34166666666666656
SEL1L3,0.8523809523809524,0.8416666666666666,0.8916666666666666,0.34166666666666656
RAB3A,0.8523809523809524,0.8416666666666666,0.8166666666666667,0.34166666666666656
ENPP5,0.8476190476190476,0.8416666666666666,0.8777777777777779,0.34166666666666656
VIM-AS1,0.8523809523809524,0.8416666666666666,0.8777777777777779,0.34166666666666656
VANGL1,0.8523809523809524,0.8416666666666666,0.8666666666666666,0.34166666666666656
STAT2,0.8523809523809524,0.8416666666666666,0.9166666666666666,0.34166666666666656
TMEM159,0.8476190476190476,0.8416666666666666,0.9166666666666666,0.34166666666666656
RNF144B,0.8523809523809524,0.8416666666666666,0.8833333333333332,0.34166666666666656
FAM181B,0.8428571428571429,0.8333333333333334,0.9,0.33333333333333337
RNF217,0.8476190476190476,0.8333333333333334,0.9,0.33333333333333337
