gene,mean_expr_case,mean_expr_control,diff_mean_log_expr,cohen_d,t_stat,p_value,adj_p_value,pct_expr_case,pct_expr_control,pct_expr_diff,n_case_groups,n_control_groups,passes_expression_filter,direction,rank_score,diff_mean_log_expr_CKD_vs_AKI,adj_p_value_CKD_vs_AKI,pct_expr_CKD,pct_expr_AKI,ckd_specificity_score,combined_biomarker_score
ATP6V0A1,0.17181312101283355,0.17027071678217162,0.0015424042306619312,0.04905352349792027,0.14301819013302386,0.8872016972315553,1.0,0.13636884963872004,0.1710392609699769,-0.03467041133125687,15,18,True,up_in_case,-0.0,0.0180487981085678,0.9725079514753338,0.13636884963872004,0.12432568409872265,0.012106839084267055,-0.0
ATP6V0E1,1.261728278486215,1.2509370613859407,0.010791217100274197,0.06707879700094987,0.18752349257065062,0.8526932882664476,1.0,0.6514126237718393,0.7061893764434181,-0.05477675267157878,15,18,True,up_in_case,-0.0,-0.010408013765924373,1.0,0.6514126237718393,0.6442686642256198,0.0,-0.0
ATXN2,0.14610165818210913,0.1422300598621196,0.0038715983199895387,0.10452300788851175,0.28854655586980893,0.7754318246966783,1.0,0.11991054019956417,0.1464203233256351,-0.026509783126070927,15,18,True,up_in_case,-0.0,0.002738959191676882,1.0,0.11991054019956417,0.11306146406909467,-0.0,-0.0
ATXN2L,0.14388433443532833,0.1415151400158977,0.0023691944194306203,0.06347856305933719,0.17410465766711236,0.8633425782790072,1.0,0.12015903964521925,0.14665127020785218,-0.026492230562632932,15,18,True,up_in_case,-0.0,-0.013962041330800451,1.0,0.12015903964521925,0.12136288677083042,0.0,-0.0
BAG5,0.21157417444401988,0.20561896345826602,0.005955210985753856,0.14956279095821753,0.42116932289277903,0.6768954827492177,1.0,0.17020300493175822,0.21468822170900692,-0.044485216777248704,15,18,True,up_in_case,-0.0,0.004351975209611864,1.0,0.17020300493175822,0.1653017301618358,-0.0,-0.0
BAIAP2L1,0.051182895869414664,0.04979959272955139,0.0013833031398632761,0.08985275387698152,0.25503144347453693,0.8005055409811753,1.0,0.04744427877814734,0.06138568129330254,-0.013941402515155202,15,18,True,up_in_case,-0.0,-0.0006543551279772492,1.0,0.04744427877814734,0.047097297146211255,0.0,-0.0
BAZ1B,0.1398337757517099,0.1375993743114928,0.0022344014402171097,0.0574565615774137,0.15888497645124663,0.8750841029437536,1.0,0.11467293649883396,0.13782909930715936,-0.0231561628083254,15,18,True,up_in_case,-0.0,-0.006070174033584452,1.0,0.11467293649883396,0.10920423735919725,0.0,-0.0
BCAM,0.8895872740137765,0.8860481858431907,0.0035390881705857913,0.009428282090717431,0.025130126421900822,0.980238156224496,1.0,0.47729097373552015,0.5373672055427252,-0.06007623180720506,15,18,True,up_in_case,-0.0,0.007244013521284898,1.0,0.47729097373552015,0.46482376946082676,-0.0,-0.0
BCAS4,0.06699015818547845,0.0656539743387933,0.0013361838466851433,0.06243207273501593,0.1804841450586138,0.857953772132718,1.0,0.061283786366938105,0.07976905311778291,-0.01848526675084481,15,18,True,up_in_case,-0.0,0.0037260120218791243,1.0,0.061283786366938105,0.05430863403862817,-0.0,-0.0
BEX3,0.7797124700292911,0.7435681805550283,0.03614428947426285,0.0672034261058239,0.19898842930996857,0.8436185799821092,1.0,0.37607523798600756,0.3275750577367206,0.048500180249286984,15,18,True,up_in_case,-0.0,-0.011366280676530116,1.0,0.37607523798600756,0.3826201190709115,0.0,-0.0
